,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1,0.022745370864868164,0.0007494776373934634,0.0015897274017333985,0.0007851315946918381,0.1,0.1,1,100,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100}",0.824,0.768,0.816,0.7661290322580645,0.8225806451612904,0.799341935483871,0.026498916004766667,132
49,0.022539377212524414,0.0007811411644658621,0.001596212387084961,0.0004883246709844104,0.3,0.1,1,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100}",0.832,0.752,0.832,0.7661290322580645,0.8145161290322581,0.7993290322580645,0.03378671179414418,133
18,0.09574289321899414,0.0020956305415530535,0.0021873950958251954,0.0003835442757274775,0.1,0.005,1,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 500}",0.832,0.776,0.8,0.75,0.8225806451612904,0.7961161290322581,0.03011465844876797,134
145,0.029720115661621093,0.004433529459905762,0.0017958641052246093,0.00039939891756888646,1,0.1,1,100,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100}",0.824,0.752,0.832,0.7741935483870968,0.7983870967741935,0.796116129032258,0.029990505608257372,135
97,0.025131845474243165,0.0003986845317591645,0.0015967369079589843,0.0004886557634753378,0.7,0.1,1,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 100}",0.832,0.752,0.832,0.7661290322580645,0.7983870967741935,0.7961032258064515,0.03294213006778257,136
67,0.1992663860321045,0.004485559791212775,0.0029920101165771484,8.609519045480627e-07,0.3,0.005,1,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 1000}",0.832,0.752,0.816,0.75,0.8145161290322581,0.7929032258064516,0.03476462852472349,137
66,0.10173301696777344,0.0016840090026507368,0.0019955158233642576,2.3360154559928687e-07,0.3,0.005,1,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 500}",0.832,0.76,0.8,0.75,0.8145161290322581,0.7913032258064516,0.03148507136791441,138
48,0.005576324462890625,0.00048147330499101633,0.0016032218933105468,0.0004941907641127294,0.3,0.1,1,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 10}",0.832,0.76,0.8,0.75,0.8145161290322581,0.7913032258064516,0.03148507136791441,138
115,0.22518982887268066,0.005352651246788733,0.0029999732971191405,0.0006303708311155365,0.7,0.005,1,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 1000}",0.832,0.752,0.832,0.7419354838709677,0.7983870967741935,0.7912645161290321,0.038326351503410204,140
163,0.2431483745574951,0.005003196078903446,0.0027935028076171873,0.00039909060791920706,1,0.005,1,1000,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 1000}",0.832,0.752,0.832,0.7419354838709677,0.7983870967741935,0.7912645161290321,0.038326351503410204,140
82,0.10332260131835938,0.0013530990068036648,0.0021950244903564454,0.0003991603993725822,0.3,0.0001,1,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 1, 'n_estimators': 500}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
83,0.30578079223632815,0.0987298500107818,0.004588079452514648,0.0018502650099716485,0.3,0.0001,1,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 1, 'n_estimators': 1000}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
80,0.007180595397949218,0.0011717127737215685,0.0017955780029296875,0.00039794788929908815,0.3,0.0001,1,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 1, 'n_estimators': 10}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
19,0.187697696685791,0.0035688680588630145,0.0029850006103515625,0.0006305453596743113,0.1,0.005,1,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 1000}",0.832,0.752,0.8,0.75,0.8145161290322581,0.7897032258064517,0.033192168377846436,142
81,0.025921964645385744,0.003790299094664197,0.0018037796020507813,0.0004035345164742493,0.3,0.0001,1,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 1, 'n_estimators': 100}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
64,0.005383682250976562,0.000503969988811931,0.0012049198150634766,0.00041368052661377265,0.3,0.005,1,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 10}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
65,0.023337316513061524,0.000797033208663893,0.001985645294189453,0.0006315738239411109,0.3,0.005,1,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 100}",0.824,0.76,0.8,0.75,0.8145161290322581,0.7897032258064517,0.029518130727119375,142
144,0.008775663375854493,0.0017143992497888052,0.001995706558227539,0.0006311283509334044,1,0.1,1,10,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 10}",0.832,0.752,0.808,0.75,0.8064516129032258,0.7896903225806453,0.03286997434315181,149
96,0.0059832572937011715,5.135693366178993e-07,0.0017956256866455077,0.0003989223370332614,0.7,0.1,1,10,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 10}",0.832,0.752,0.8,0.75,0.8064516129032258,0.7880903225806453,0.03212606800679975,150
162,0.1222874641418457,0.002231176396650091,0.002379322052001953,0.0004855234433590415,1,0.005,1,500,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 500}",0.832,0.752,0.8,0.75,0.7903225806451613,0.7848645161290323,0.030907080371098725,151
114,0.11290516853332519,0.0014603373864273271,0.0019954681396484376,6.14361702286011e-07,0.7,0.005,1,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 500}",0.832,0.752,0.8,0.75,0.7903225806451613,0.7848645161290323,0.030907080371098725,151
129,0.02753338813781738,0.0017567109370416765,0.0011975288391113282,0.00039818450709150404,0.7,0.0001,1,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.0001, 'max_depth': 1, 'n_estimators': 100}",0.824,0.744,0.792,0.75,0.7903225806451613,0.7800645161290323,0.02960586043175009,153
161,0.028322839736938478,0.0018331523120694198,0.0015962600708007812,0.0004889475618007276,1,0.005,1,100,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 100}",0.824,0.744,0.792,0.75,0.7903225806451613,0.7800645161290323,0.02960586043175009,153
160,0.005584049224853516,0.0004885607390781767,0.001596546173095703,0.0004884024605583174,1,0.005,1,10,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 10}",0.824,0.744,0.792,0.75,0.7903225806451613,0.7800645161290323,0.02960586043175009,153
112,0.005584430694580078,0.0004892610985370508,0.0017955780029296875,0.0007563549969217581,0.7,0.005,1,10,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 1, 'n_estimators': 10}",0.824,0.744,0.792,0.75,0.7903225806451613,0.7800645161290323,0.02960586043175009,153
