,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
252,0.01455373764038086,0.00123229294799394,0.0031844615936279298,0.0004033228553138054,gini,,3,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 10}",0.816,0.768,0.816,0.8306451612903226,0.8064516129032258,0.8074193548387096,0.021173167398618138,337
443,0.09414734840393066,0.004929707668857531,0.011776876449584962,0.0007373709259837547,entropy,4,1,100,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 100}",0.808,0.784,0.816,0.8064516129032258,0.8225806451612904,0.8074064516129031,0.01306316360979827,338
413,0.013349485397338868,0.0009963250995445932,0.0028073787689208984,0.0007605174333256364,entropy,3,7,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 10}",0.816,0.776,0.824,0.7983870967741935,0.8225806451612904,0.8073935483870966,0.01815028486803561,339
121,0.09974026679992676,0.004326938498685758,0.011369657516479493,0.0004881728180428071,gini,3,7,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 100}",0.832,0.776,0.816,0.7741935483870968,0.8387096774193549,0.8073806451612903,0.027378979001325937,340
407,0.05444622039794922,0.0036575350933722,0.007380104064941407,0.0004892204609716566,entropy,3,5,50,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 50}",0.832,0.792,0.808,0.7741935483870968,0.8306451612903226,0.8073677419354841,0.02229655017808613,341
147,0.014960289001464844,0.005170236821836464,0.0035902023315429687,0.0011973045922484787,gini,4,1,10,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 1, 'n_estimators': 10}",0.84,0.76,0.84,0.7580645161290323,0.8387096774193549,0.8073548387096775,0.039462781633270244,342
547,0.061649656295776366,0.0037117399712728355,0.007779073715209961,0.0007462784636858378,entropy,,3,50,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 3, 'n_estimators': 50}",0.808,0.76,0.816,0.8548387096774194,0.7903225806451613,0.8058322580645161,0.031147585311860463,343
540,0.058643674850463866,0.001923663095740152,0.007387876510620117,0.0004967244513344541,entropy,,1,50,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 50}",0.792,0.792,0.808,0.8387096774193549,0.7983870967741935,0.8058193548387098,0.017456896224886363,344
287,0.019141674041748047,0.0007581266204225162,0.0031907081604003905,0.00039937596884324916,gini,,,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': None, 'n_estimators': 10}",0.784,0.784,0.832,0.8548387096774194,0.7741935483870968,0.8058064516129033,0.031751165718028274,345
157,0.2553250789642334,0.020312868573945438,0.026129436492919923,0.0029794920360683495,gini,4,3,250,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 250}",0.832,0.776,0.8,0.7741935483870968,0.8467741935483871,0.8057935483870968,0.029277882820938177,346
448,0.023537063598632814,0.004259852519334225,0.006382274627685547,0.002646220882375575,entropy,4,3,10,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 10}",0.84,0.76,0.808,0.75,0.8709677419354839,0.8057935483870968,0.046114193868815004,346
567,0.016356658935546876,0.0007972193859340002,0.0033903598785400392,0.0004896494575990285,entropy,,9,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 9, 'n_estimators': 10}",0.824,0.768,0.816,0.8225806451612904,0.7983870967741935,0.8057935483870967,0.020979327816437597,348
442,0.05127177238464355,0.0047589647288742605,0.007570791244506836,0.0011996664878015269,entropy,4,1,50,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 50}",0.84,0.76,0.816,0.75,0.8629032258064516,0.8057806451612903,0.04414914840504558,349
452,0.4914845943450928,0.022790515719424614,0.048670291900634766,0.0014607205077582458,entropy,4,3,500,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 500}",0.832,0.768,0.816,0.7741935483870968,0.8387096774193549,0.8057806451612903,0.029330300981598802,349
156,0.10670623779296876,0.01011697918816207,0.014361381530761719,0.0014913045264121536,gini,4,3,100,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 100}",0.824,0.776,0.816,0.7741935483870968,0.8387096774193549,0.8057806451612903,0.026097251879674526,349
140,0.014552879333496093,0.0004981807733348292,0.003191852569580078,0.00039880322406559267,gini,3,,10,"{'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'n_estimators': 10}",0.848,0.776,0.8,0.7903225806451613,0.8145161290322581,0.8057677419354838,0.024568419616568235,352
406,0.01277165412902832,0.0007501728867644978,0.002992057800292969,0.0006307516351216772,entropy,3,5,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 10}",0.832,0.776,0.816,0.7661290322580645,0.8387096774193549,0.8057677419354838,0.029446043355649827,352
511,0.013172006607055664,0.000375794411430414,0.0027925968170166016,0.00039911278687069433,entropy,5,7,10,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 7, 'n_estimators': 10}",0.808,0.792,0.832,0.7903225806451613,0.8064516129032258,0.8057548387096775,0.014977883105101777,354
420,0.012758159637451172,0.00039517171703806894,0.0029992580413818358,1.6398900600153912e-05,entropy,3,9,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 9, 'n_estimators': 10}",0.84,0.768,0.824,0.7741935483870968,0.8225806451612904,0.8057548387096773,0.029018158583470486,355
427,0.013371610641479492,0.0011881111652945321,0.002984142303466797,0.000618461095643772,entropy,3,11,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 11, 'n_estimators': 10}",0.824,0.776,0.84,0.7741935483870968,0.8145161290322581,0.8057419354838709,0.02632049327587002,356
539,0.014759540557861328,0.0017157895241878738,0.0033901214599609377,0.0004875074855142895,entropy,,1,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 10}",0.808,0.776,0.816,0.8225806451612904,0.7983870967741935,0.8041935483870969,0.016251509175097007,357
196,0.013365745544433594,0.0004893390180411515,0.0029983997344970705,0.000630573222500456,gini,5,1,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 1, 'n_estimators': 10}",0.832,0.784,0.784,0.7741935483870968,0.8467741935483871,0.8041935483870969,0.029332128755262483,357
116,0.4883021354675293,0.014059054188929065,0.04887566566467285,0.004032796935220218,gini,3,5,500,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 500}",0.832,0.776,0.8,0.7741935483870968,0.8387096774193549,0.8041806451612905,0.027118344716949537,359
117,0.7268461227416992,0.005998542821261111,0.074200439453125,0.0037093300193288942,gini,3,5,750,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 750}",0.832,0.768,0.808,0.7741935483870968,0.8387096774193549,0.8041806451612905,0.02894485481371957,359
120,0.056449270248413085,0.00645091654129797,0.006781339645385742,0.0003988747531183529,gini,3,7,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 50}",0.824,0.776,0.824,0.7741935483870968,0.8225806451612904,0.8041548387096773,0.023738344749506222,361
113,0.05305867195129395,0.002034167149019483,0.006580829620361328,0.0004894932590934962,gini,3,5,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 50}",0.832,0.784,0.816,0.7580645161290323,0.8306451612903226,0.804141935483871,0.028802543534345477,362
119,0.013563442230224609,0.0011892699998006901,0.0029920101165771484,1.1738332390872165e-06,gini,3,7,10,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 10}",0.816,0.752,0.824,0.7661290322580645,0.8548387096774194,0.8025935483870967,0.03809696593871606,363
118,0.9708106994628907,0.009639909068754442,0.09453883171081542,0.0013337660098261595,gini,3,5,1000,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 1000}",0.832,0.768,0.8,0.7741935483870968,0.8387096774193549,0.8025806451612905,0.0289105981381125,364
393,0.04728069305419922,0.002716186366164649,0.006774139404296875,0.00039580871827705403,entropy,3,1,50,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 1, 'n_estimators': 50}",0.84,0.776,0.784,0.7580645161290323,0.8548387096774194,0.8025806451612902,0.037853851162950446,365
409,0.25471858978271483,0.009693724941670498,0.026122045516967774,0.002045882840921471,entropy,3,5,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 250}",0.832,0.768,0.808,0.7661290322580645,0.8387096774193549,0.8025677419354839,0.03073992546656394,366
414,0.053078079223632814,0.002235891344602895,0.0067618370056152345,0.0003902899585393755,entropy,3,7,50,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 50}",0.824,0.768,0.808,0.7741935483870968,0.8306451612903226,0.800967741935484,0.02555158011979115,367
408,0.09851322174072266,0.0013251226777722792,0.011799001693725586,0.0003945834139677122,entropy,3,5,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 100}",0.832,0.768,0.8,0.7741935483870968,0.8306451612903226,0.800967741935484,0.02701264975188673,367
411,0.7340466022491455,0.016689330624553262,0.07100849151611328,0.0019464835610611302,entropy,3,5,750,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 750}",0.832,0.768,0.8,0.7661290322580645,0.8387096774193549,0.8009677419354839,0.03062351697443412,369
412,0.9618172645568848,0.011111052850238542,0.09375720024108887,0.004236735115147619,entropy,3,5,1000,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 1000}",0.832,0.768,0.8,0.7580645161290323,0.8467741935483871,0.8009677419354839,0.034611348911377904,369
410,0.4960677146911621,0.009554987403633619,0.048884248733520506,0.0031620540715660236,entropy,3,5,500,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 5, 'n_estimators': 500}",0.832,0.768,0.8,0.7661290322580645,0.8387096774193549,0.8009677419354839,0.03062351697443412,369
387,0.1138941764831543,0.007678070170726938,0.010764265060424804,0.00039597944348368497,entropy,2,,100,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': None, 'n_estimators': 100}",0.832,0.752,0.824,0.7580645161290323,0.8387096774193549,0.8009548387096774,0.03783243409720081,372
115,0.24096307754516602,0.0045634010652459405,0.025332927703857422,0.0010249482888498472,gini,3,5,250,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 250}",0.832,0.776,0.8,0.7661290322580645,0.8306451612903226,0.8009548387096774,0.027135990055561367,372
99,0.04847660064697266,0.002578374950170756,0.008571100234985352,0.0013472491737612907,gini,3,1,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1, 'n_estimators': 50}",0.76,0.8,0.824,0.7580645161290323,0.8548387096774194,0.7993806451612904,0.037255740187239116,374
401,0.0941401481628418,0.002863054891482685,0.011182117462158202,0.0003735465542469998,entropy,3,3,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 100}",0.824,0.768,0.8,0.7661290322580645,0.8387096774193549,0.799367741935484,0.02913308370353202,375
245,0.01396956443786621,0.0012863471693720264,0.0033832550048828124,0.00047934268724677566,gini,,1,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 10}",0.808,0.792,0.792,0.8145161290322581,0.7903225806451613,0.7993677419354839,0.009943557674694164,376
307,0.8808424472808838,0.019152673218664467,0.09354968070983886,0.00604492716814471,entropy,1,3,1000,"{'criterion': 'entropy', 'max_depth': 1, 'max_features': 3, 'n_estimators': 1000}",0.832,0.76,0.808,0.75,0.8467741935483871,0.7993548387096775,0.03840245829800307,377
402,0.23256583213806153,0.00346033278176573,0.02573843002319336,0.001592080677568389,entropy,3,3,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 250}",0.824,0.76,0.8,0.7741935483870968,0.8306451612903226,0.7977677419354839,0.027408699257812346,378
89,0.7220130920410156,0.012818947513297848,0.06762566566467285,0.0016085866829141022,gini,2,11,750,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 750}",0.832,0.776,0.8,0.75,0.8306451612903226,0.7977290322580646,0.031664931511327564,379
95,0.5367480754852295,0.007659748186833323,0.047280740737915036,0.0013502327241411882,gini,2,,500,"{'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'n_estimators': 500}",0.832,0.752,0.824,0.7741935483870968,0.8064516129032258,0.7977290322580645,0.030284681875422177,380
106,0.05324873924255371,0.005109768524293198,0.006981325149536133,0.0006308267511838101,gini,3,3,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 50}",0.824,0.768,0.8,0.7580645161290323,0.8306451612903226,0.796141935483871,0.02906299161803207,381
404,0.7045139789581298,0.00930418442971699,0.06980643272399903,0.0017967409552591205,entropy,3,3,750,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 750}",0.824,0.768,0.8,0.7580645161290323,0.8306451612903226,0.796141935483871,0.02906299161803207,381
86,0.09655661582946777,0.0024929313386439916,0.01154623031616211,0.0008067414890602986,gini,2,11,100,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 100}",0.824,0.776,0.8,0.75,0.8306451612903226,0.7961290322580645,0.030053964644333898,383
10,0.23035707473754882,0.021084972195003524,0.023356246948242187,0.0005125818338077817,gini,1,3,250,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 3, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8306451612903226,0.7961290322580645,0.032900467942612484,383
97,1.081114149093628,0.013055678205417493,0.09413166046142578,0.0028681878868907626,gini,2,,1000,"{'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'n_estimators': 1000}",0.832,0.752,0.824,0.7661290322580645,0.8064516129032258,0.796116129032258,0.03167788975407912,385
96,0.8188180923461914,0.012895689489248302,0.0692136287689209,0.002260937492574392,gini,2,,750,"{'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'n_estimators': 750}",0.832,0.752,0.824,0.7661290322580645,0.8064516129032258,0.796116129032258,0.03167788975407912,385
94,0.2692760467529297,0.009810312391770059,0.026131391525268555,0.00221577896206172,gini,2,,250,"{'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'n_estimators': 250}",0.832,0.744,0.832,0.7661290322580645,0.8064516129032258,0.796116129032258,0.03548927583470239,385
105,0.013571214675903321,0.001493917007638161,0.0031841754913330077,0.0004043838485909475,gini,3,3,10,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 10}",0.784,0.76,0.816,0.7741935483870968,0.8387096774193549,0.7945806451612902,0.02873870225469618,388
11,0.4304486274719238,0.007186065173996866,0.04708251953125,0.0038543366195147324,gini,1,3,500,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 3, 'n_estimators': 500}",0.824,0.76,0.8,0.75,0.8387096774193549,0.7945419354838711,0.03471451219475617,389
246,0.05765433311462402,0.0021429840868672895,0.007172393798828125,0.000383479379886699,gini,,1,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 50}",0.792,0.8,0.792,0.8387096774193549,0.75,0.7945419354838711,0.028204562696838176,389
114,0.09893641471862794,0.0077296168509576905,0.012165641784667969,0.0014664862068638393,gini,3,5,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 100}",0.824,0.76,0.8,0.75,0.8387096774193549,0.7945419354838711,0.03471451219475617,389
405,0.9873571395874023,0.04038474710390735,0.11608996391296386,0.04324153339255326,entropy,3,3,1000,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 1000}",0.824,0.76,0.8,0.7580645161290323,0.8306451612903226,0.794541935483871,0.030740066287146966,392
111,0.9552517414093018,0.013156062624866757,0.10131340026855469,0.015259928499385296,gini,3,3,1000,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 1000}",0.824,0.76,0.8,0.7580645161290323,0.8306451612903226,0.794541935483871,0.030740066287146966,392
110,0.6967372417449951,0.016535983679636337,0.07120838165283203,0.0020569954601450603,gini,3,3,750,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 750}",0.824,0.76,0.8,0.7580645161290323,0.8306451612903226,0.794541935483871,0.030740066287146966,392
108,0.23238282203674315,0.01000807824587392,0.02612462043762207,0.0017363218808365243,gini,3,3,250,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 250}",0.824,0.768,0.8,0.75,0.8306451612903226,0.7945290322580646,0.03127129185161173,395
83,0.9369016647338867,0.014973205366538345,0.09254364967346192,0.0035045034987900617,gini,2,9,1000,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 9, 'n_estimators': 1000}",0.832,0.768,0.8,0.75,0.8225806451612904,0.7945161290322582,0.031328968485878655,396
376,0.7206807136535645,0.01900868830294838,0.06800856590270996,0.0003850177512417159,entropy,2,9,750,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 9, 'n_estimators': 750}",0.832,0.768,0.8,0.75,0.8225806451612904,0.7945161290322582,0.031328968485878655,396
87,0.23915300369262696,0.006446904045255849,0.025147199630737305,0.002448766071866815,gini,2,11,250,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8225806451612904,0.7945161290322582,0.031328968485878655,396
90,0.9917378902435303,0.024331065884645012,0.10073165893554688,0.010721510147532339,gini,2,11,1000,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 1000}",0.832,0.768,0.8,0.75,0.8225806451612904,0.7945161290322582,0.031328968485878655,396
56,0.013971042633056641,0.0014044723353978349,0.002791738510131836,0.00039975658443932834,gini,2,3,10,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 3, 'n_estimators': 10}",0.824,0.76,0.816,0.7580645161290323,0.8145161290322581,0.7945161290322581,0.02915797868721062,400
88,0.48871517181396484,0.01666867078610981,0.045861244201660156,0.0020735355414058564,gini,2,11,500,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 500}",0.832,0.776,0.8,0.75,0.8145161290322581,0.7945032258064517,0.028843180717136128,401
85,0.04927716255187988,0.0007939366549652044,0.00658111572265625,0.0004890453703861588,gini,2,11,50,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 50}",0.824,0.776,0.808,0.75,0.8145161290322581,0.7945032258064517,0.027479611967445493,401
82,0.712687635421753,0.01562394494514123,0.06940727233886719,0.002568616511728874,gini,2,9,750,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 9, 'n_estimators': 750}",0.832,0.776,0.8,0.75,0.8145161290322581,0.7945032258064517,0.028843180717136128,401
93,0.10750432014465332,0.0034382307875792033,0.010778999328613282,0.0011579026668487517,gini,2,,100,"{'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'n_estimators': 100}",0.832,0.752,0.824,0.7580645161290323,0.8064516129032258,0.7945032258064517,0.03332607232744645,401
389,0.5621003627777099,0.025240039178632625,0.04865818023681641,0.002693597029414409,entropy,2,,500,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': None, 'n_estimators': 500}",0.832,0.752,0.824,0.75,0.8145161290322581,0.7945032258064516,0.035954541769870646,405
350,0.01356363296508789,0.0007987026243066575,0.002991914749145508,2.132480599880018e-07,entropy,2,3,10,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 3, 'n_estimators': 10}",0.824,0.768,0.816,0.75,0.8145161290322581,0.7945032258064516,0.02971748767781982,405
386,0.05885133743286133,0.0033930459804116272,0.006381559371948242,0.0004886761433829505,entropy,2,,50,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': None, 'n_estimators': 50}",0.832,0.752,0.824,0.75,0.8145161290322581,0.7945032258064516,0.035954541769870646,405
379,0.04984235763549805,0.0006314908430992211,0.006390571594238281,0.0004830756034729429,entropy,2,11,50,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 11, 'n_estimators': 50}",0.832,0.776,0.808,0.75,0.8064516129032258,0.7944903225806452,0.02847399017604074,408
381,0.24774546623229982,0.005386541952285856,0.025929880142211915,0.005029396365036513,entropy,2,11,250,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 11, 'n_estimators': 250}",0.832,0.776,0.808,0.75,0.8064516129032258,0.7944903225806452,0.02847399017604074,408
403,0.4793100357055664,0.016879686442906196,0.04867677688598633,0.00304948659811362,entropy,3,3,500,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 500}",0.824,0.76,0.8,0.75,0.8306451612903226,0.7929290322580645,0.032757084688575154,410
107,0.10053176879882812,0.0031156405834531845,0.011368179321289062,0.0007983937393624483,gini,3,3,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 100}",0.824,0.76,0.8,0.75,0.8306451612903226,0.7929290322580645,0.032757084688575154,410
109,0.46935219764709474,0.012381455597646815,0.04866890907287598,0.0020419590749824737,gini,3,3,500,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3, 'n_estimators': 500}",0.824,0.76,0.8,0.75,0.8306451612903226,0.7929290322580645,0.032757084688575154,410
399,0.014369440078735352,0.0028545719947861226,0.003391599655151367,0.001353007245886774,entropy,3,3,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 3, 'n_estimators': 10}",0.824,0.768,0.8,0.75,0.8225806451612904,0.7929161290322582,0.029526189718492357,413
84,0.013940858840942382,0.0006431976234857499,0.0032119274139404295,0.0003897405519485906,gini,2,11,10,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 11, 'n_estimators': 10}",0.832,0.76,0.8,0.75,0.8225806451612904,0.7929161290322582,0.0328115205269796,413
63,0.011952686309814452,0.001071920889090005,0.002991914749145508,6.91002690610382e-07,gini,2,5,10,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 5, 'n_estimators': 10}",0.832,0.76,0.8,0.75,0.8225806451612904,0.7929161290322582,0.0328115205269796,413
73,0.23274655342102052,0.006044646439206144,0.024764633178710936,0.0009672161508325252,gini,2,7,250,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 7, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
71,0.047266674041748044,0.0005112919509373328,0.006580162048339844,0.0004738942263575411,gini,2,7,50,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 7, 'n_estimators': 50}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
70,0.012167263031005859,0.0009617327260736914,0.0027935981750488283,0.00039901941387334653,gini,2,7,10,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 7, 'n_estimators': 10}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
373,0.10292396545410157,0.007755797211334033,0.011361646652221679,0.0004785223603154715,entropy,2,9,100,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 9, 'n_estimators': 100}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
79,0.09652647972106934,0.0038614196187256302,0.011377620697021484,0.0004827434580054008,gini,2,9,100,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 9, 'n_estimators': 100}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
304,0.22181615829467774,0.008212868286206544,0.024532175064086913,0.0010323820330144496,entropy,1,3,250,"{'criterion': 'entropy', 'max_depth': 1, 'max_features': 3, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
80,0.24474844932556153,0.0064622242604292935,0.024538135528564452,0.0010077723220046186,gini,2,9,250,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 9, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
374,0.24812774658203124,0.011448043815784804,0.02374401092529297,0.00040318651727089835,entropy,2,9,250,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 9, 'n_estimators': 250}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
384,1.0102371215820312,0.007782863385050512,0.10033907890319824,0.011707485803116622,entropy,2,11,1000,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 11, 'n_estimators': 1000}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
375,0.47827920913696287,0.008252052672587828,0.04766550064086914,0.0037543160819378256,entropy,2,9,500,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 9, 'n_estimators': 500}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
81,0.47593278884887696,0.010027605058738304,0.04606223106384277,0.0007520379156884824,gini,2,9,500,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 9, 'n_estimators': 500}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
378,0.012175226211547851,0.00039492149161069693,0.0029918193817138673,4.672030911985737e-07,entropy,2,11,10,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 11, 'n_estimators': 10}",0.832,0.768,0.8,0.75,0.8145161290322581,0.7929032258064517,0.03002298113882128,416
382,0.49946045875549316,0.020206407799479246,0.04747519493103027,0.0007742363191987673,entropy,2,11,500,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 11, 'n_estimators': 500}",0.832,0.776,0.8,0.75,0.8064516129032258,0.7928903225806453,0.027888656274609736,428
7,0.011768722534179687,0.00040160893396777044,0.002791309356689453,0.00039727980796289174,gini,1,3,10,"{'criterion': 'gini', 'max_depth': 1, 'max_features': 3, 'n_estimators': 10}",0.824,0.768,0.784,0.75,0.8306451612903226,0.7913290322580646,0.03136621591012041,429
75,0.6963580131530762,0.024617584811054558,0.06958451271057128,0.004592560253113568,gini,2,7,750,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 7, 'n_estimators': 750}",0.824,0.768,0.8,0.75,0.8145161290322581,0.7913032258064516,0.028044780602505412,430
365,0.048860359191894534,0.0017815065672291109,0.006981992721557617,2.2448144287174774e-05,entropy,2,7,50,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 7, 'n_estimators': 50}",0.824,0.768,0.8,0.75,0.8145161290322581,0.7913032258064516,0.028044780602505412,430
364,0.012167835235595703,0.0004179803032624295,0.002992582321166992,1.6128096127784504e-06,entropy,2,7,10,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 7, 'n_estimators': 10}",0.824,0.768,0.8,0.75,0.8145161290322581,0.7913032258064516,0.028044780602505412,430
360,0.2303870677947998,0.004057723409736534,0.02573566436767578,0.0015953718490801393,entropy,2,5,250,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 5, 'n_estimators': 250}",0.832,0.76,0.8,0.75,0.8145161290322581,0.7913032258064516,0.03148507136791441,430
359,0.09855794906616211,0.01041369763925235,0.011547517776489259,0.0017162985737496747,entropy,2,5,100,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 5, 'n_estimators': 100}",0.832,0.76,0.8,0.75,0.8145161290322581,0.7913032258064516,0.03148507136791441,430
366,0.09995059967041016,0.0036160962677677143,0.011151313781738281,0.0007394272622783209,entropy,2,7,100,"{'criterion': 'entropy', 'max_depth': 2, 'max_features': 7, 'n_estimators': 100}",0.832,0.76,0.8,0.75,0.8145161290322581,0.7913032258064516,0.03148507136791441,430
